id,lat,lon,check
1,10.461701682269,105.644921898426,
2,10.461912344452,105.644817428754,
3,10.461915612591,105.644869525181,
4,10.461528920793,105.645051707477,
5,10.461570329746,105.645081431843,
6,10.461739198497,105.644979182676,
7,10.461771589942,105.645034002399,
8,10.461658136487,105.645141562873,
9,10.461624368727,105.645258258101,
10,10.461670005967,105.645366538850,
11,10.461750267266,105.645471779795,
12,10.461829806506,105.645551346649,
13,10.461922796616,105.645636475968,
14,10.461937991319,105.645722972240,
15,10.461948371688,105.645756595500,
16,10.461997611468,105.645807819165,
17,10.462100618618,105.645807160519,
18,10.462276647680,105.645833282727,
19,10.462303627085,105.645681365712,
20,10.462350593077,105.645600299392,
21,10.462334603328,105.645517045157,
22,10.462307088129,105.645480799199,
23,10.462244305634,105.645436472374,
24,10.462212958079,105.645311313702,
25,10.462181627715,105.645208507447,
26,10.462124299593,105.645095571107,
27,10.462039913142,105.645001148430,
28,10.461924478129,105.644976933694,
29,10.461810218109,105.645094633008,
30,10.461724316039,105.645184953444,
31,10.461699655412,105.645277737968,
32,10.461721950086,105.645358082225,
33,10.461770956417,105.645425424665,
34,10.461821334662,105.645482589893,
35,10.461873084245,105.645535781908,
36,10.461920653877,105.645572243645,
37,10.462196960785,105.645406289690,
38,10.462185786422,105.645348614943,
39,10.462164925109,105.645265785094,
40,10.462131937153,105.645202798079,
41,10.462095020777,105.645133672541,
42,10.462016870234,105.645070959782,
43,10.461920784301,105.645062755070,
44,10.462182833008,105.645575106670,
45,10.462074314052,105.645572682112,
46,10.462037132343,105.645670516699,
47,10.461783050551,105.645586380456,
48,10.461780290048,105.645622290328,
49,10.461780068580,105.645663921221,
50,10.461743968574,105.645697175560,
51,10.461671062366,105.645684498172,
52,10.461633445954,105.645666819571,
53,10.461605021470,105.645645609988,
54,10.461581808877,105.645643632396,
55,10.461581566346,105.645617193310,
56,10.461564370648,105.645595899719,
57,10.461548377697,105.645569700670,
58,10.461528613161,105.645537986401,
59,10.461513221575,105.645509334630,
60,10.461491893920,105.645508811900,
61,10.461493912999,105.645483597525,
62,10.461475124048,105.645457177279,
63,10.461458151440,105.645431055494,
64,10.461439217904,105.645402482635,
65,10.461423905536,105.645380038287,
66,10.461408868210,105.645355799531,
67,10.461398884254,105.645328005098,
68,10.461428857404,105.645266552152,
69,10.461491602311,105.645256716415,
70,10.461545496767,105.645251132901,
71,10.461518519150,105.645294578473,
72,10.461567051855,105.645289560072,
73,10.461580875772,105.645314253598,
74,10.461565180417,105.645361662533,
75,10.461614577565,105.645356914724,
76,10.461585427354,105.645398606446,
77,10.461635427056,105.645396687841,
78,10.461651982540,105.645426629639,
79,10.461632577396,105.645470070335,
80,10.461680235921,105.645464830557,
81,10.461657602312,105.645509858719,
82,10.461705981382,105.645506323552,
83,10.461725651821,105.645531280709,
84,10.461725617240,105.645565196641,
85,10.461762023397,105.645551810694,
86,10.461823269421,105.645742522603,
87,10.461778747111,105.645752935354,
88,10.461738072486,105.645759260079,
89,10.461637277443,105.645782883946,
90,10.461564882172,105.645792378355,
91,10.461516900963,105.645781364112,
92,10.461485388306,105.645761865727,
93,10.461464704955,105.645738034907,
94,10.461445912088,105.645713296525,
95,10.461424219669,105.645684301508,
96,10.461407147833,105.645659696669,
97,10.461390448324,105.645634864219,
