id,lat,lon,check
98,10.461376655087,105.645612377886,
99,10.461354066330,105.645579293407,
100,10.461339525356,105.645552111574,
101,10.461325358245,105.645527277496,
102,10.461349011036,105.645474697620,
103,10.461415224144,105.645471852593,
104,10.461432891915,105.645496608696,
105,10.461451155599,105.645521515881,
106,10.461471788679,105.645523850594,
107,10.461469420885,105.645548998274,
108,10.461484460910,105.645572490901,
109,10.461501086922,105.645598913968,
110,10.461518085203,105.645625109572,
111,10.461537318708,105.645652515601,
112,10.461560262101,105.645657045328,
113,10.461557518834,105.645677270056,
114,10.461582186224,105.645699294955,
115,10.461609608072,105.645719121572,
116,10.461643209924,105.645735687332,
117,10.461682247240,105.645749447162,
118,10.461782018165,105.645791772832,
119,10.461754333416,105.645810544326,
120,10.461676755635,105.645830575428,
121,10.461629109932,105.645886594617,
122,10.461625440253,105.645916671070,
123,10.461617889404,105.645960252672,
124,10.461633260289,105.645982406232,
125,10.461653256089,105.646000806079,
126,10.461689146366,105.646020627801,
127,10.461747696513,105.646029387300,
128,10.461797917500,105.646016329707,
129,10.461814029235,105.646043597431,
130,10.461818874294,105.646070326840,
131,10.461879357844,105.646060740604,
132,10.461932503300,105.646005536483,
133,10.461906740399,105.645987413127,
134,10.461868175916,105.645980822997,
135,10.461859746103,105.646012880174,
136,10.461764632399,105.645980071300,
137,10.461791172052,105.645953185311,
138,10.461746441965,105.645953145889,
139,10.461741729247,105.645923552195,
140,10.461795234426,105.645907560096,
141,10.461745394598,105.645886519833,
142,10.461778230783,105.645847900188,
143,10.461823740490,105.645807567538,
144,10.462258567766,105.645289900673,
145,10.462290338842,105.645297956015,
146,10.462320459618,105.645312742233,
147,10.462365450839,105.645295552263,
148,10.462386752098,105.645228745145,
149,10.462385075994,105.645187284891,
150,10.462377045241,105.645154155534,
151,10.462387415942,105.645129505061,
152,10.462364263053,105.645121581475,
153,10.462352433159,105.645092182204,
154,10.462335241735,105.645064650195,
155,10.462320902926,105.645039601437,
156,10.462307376646,105.645011238702,
157,10.462291136093,105.644984534441,
158,10.462297572283,105.644964166383,
159,10.462273266113,105.644957417054,
160,10.462254513688,105.644930369256,
161,10.462236645685,105.644902058227,
162,10.462222796088,105.644878618945,
163,10.462205891432,105.644850009234,
164,10.462180854539,105.644831059890,
165,10.462121042480,105.644837581100,
166,10.462088651735,105.644880360401,
167,10.462061483672,105.644924170822,
168,10.462110172445,105.644916001601,
169,10.462088906457,105.644962773732,
170,10.462105197190,105.644985659721,
171,10.462154163837,105.644988110972,
172,10.462126523030,105.645035025140,
173,10.462175415464,105.645027200614,
174,10.462156184694,105.645075074853,
175,10.462171798953,105.645100719889,
176,10.462218254626,105.645100483110,
177,10.462194274010,105.645144222516,
178,10.462239234150,105.645138331546,
179,10.462218074279,105.645181121900,
180,10.462233208816,105.645206102882,
181,10.462265218547,105.645226097228,
182,10.462236415358,105.645254299370,
183,10.462381156121,105.645386182260,
184,10.462421268988,105.645330930175,
185,10.462463726390,105.645290919389,
186,10.462487667245,105.645234645607,
187,10.462522802359,105.645176006110,
188,10.462536651099,105.645129622552,
189,10.462531812425,105.645091763733,
190,10.462524129699,105.645060803279,
191,10.462511088963,105.645029363505,
192,10.462494862222,105.645000339583,
193,10.462479044309,105.644974349852,
194,10.462462733798,105.644942070458,
195,10.462448815835,105.644917734673,
196,10.462433811144,105.644890778906,
197,10.462420230685,105.644863891187,
198,10.462406650226,105.644837003468,
199,10.462351529775,105.644846932676,
200,10.462315860642,105.644893878619,
201,10.462328101435,105.644918536121,
202,10.462326015021,105.644944843880,
203,10.462345283010,105.644945925514,
204,10.462362064020,105.644972165643,
205,10.462375119139,105.644998070386,
206,10.462389966060,105.645031579652,
207,10.462402160782,105.645057552270,
208,10.462419256664,105.645088771656,
209,10.462416888472,105.645112195967,
210,10.462434763687,105.645119588227,
211,10.462443912927,105.645144216653,
212,10.462447972196,105.645179280917,
213,10.462450114741,105.645218721359,
214,10.462440809433,105.645262409498,
215,10.462479618085,105.645310823609,
216,10.462521031523,105.645296283149,
217,10.462581158218,105.645272047985,
218,10.462622623085,105.645278749242,
219,10.462649242927,105.645292486996,
220,10.462665652295,105.645318565859,
221,10.462676257064,105.645349208496,
222,10.462666216959,105.645399076389,
223,10.462626646132,105.645482752366,
224,10.462643720968,105.645515035446,
225,10.462649397887,105.645541569740,
226,10.462606130708,105.645591907536,
227,10.462538955939,105.645616171295,
228,10.462540917555,105.645578867399,
229,10.462553763019,105.645548134924,
230,10.462587430054,105.645545870624,
231,10.462598987094,105.645452868209,
232,10.462565909829,105.645457823302,
233,10.462576990728,105.645426643432,
234,10.462551914675,105.645412979439,
235,10.462527901546,105.645453586729,
236,10.462524410172,105.645395205494,
237,10.462486625814,105.645396425877,
238,10.462440619467,105.645415891713,
239,10.462466094377,105.645361678113,
